tradition,attribute,dark_magic,name,area,target,duration,requirement,description,utility_or_attack,book,page_number,spell_level,image_path,source_pdf,pdf_page
Teleportation,Intellect,no,Swap,,One creature within long range,,,"You and the target teleport to exchange positions. An unwilling target can make a Will challenge roll, negating the eff ect on a success. Triggered You can use a triggered action on your turn to cast this spell. If you do, the target must be within short range.",UTILITY,SHADOW,144,1,extracted_images/teleportation_swap_p10.png,SotDL - Spell Cards - Teleportation.pdf,10
Teleportation,Intellect,no,Remove,,One creature you can reach,,,"Make an Intellect attack roll against the target's Agility. On a success, you touch the target and it teleports to an open space on a solid surface you can see within medium range. Attack Roll 20+ The open space is instead within extreme range.",ATTACK,SHADOW,144,2,extracted_images/teleportation_remove_p12.png,SotDL - Spell Cards - Teleportation.pdf,12
Teleportation,Intellect,no,Shortcut,,,,,"You teleport to an open space you can see within long range. Triggered You can use a triggered action on your turn to cast this spell. If you do, the open space is instead within medium range.",UTILITY,SHADOW,144,2,extracted_images/teleportation_shortcut_p14.png,SotDL - Spell Cards - Teleportation.pdf,14
Teleportation,Intellect,no,Boundless Step,,,1 minute,,"On each of your turns for the duration, you can use a triggered action to teleport to an open space you can see within medium range.",UTILITY,SHADOW,144,3,extracted_images/teleportation_boundless_step_p16.png,SotDL - Spell Cards - Teleportation.pdf,16
Teleportation,Intellect,no,Fuse,,One creature within medium range,,,"Make an Intellect attack roll against the target's Will. On a success, the target teleports to an open space on a solid surface within medium range of you, part of it fusing with the surface. It takes 6d6 damage and becomes immobilized. The only way to remove this affl iction is either to destroy the object in which the target is fused or to take an action to saw off an imprisoned limb (dealing damage to the target equal to twice its healing rate). Attack Roll 20+ The target takes 2d6 extra damage and is also stunned for 1 round.",ATTACK,SHADOW,144,3,extracted_images/teleportation_fuse_p18.png,SotDL - Spell Cards - Teleportation.pdf,18
Teleportation,Intellect,no,Portals,"Two cubes, each 2 yards on a side, one originating from a point you can reach and the other originating from a point within extreme range",,1 minute,,"A portal opens in the center of each cube and remains for the duration. Each portal is 1 yard wide and 2 yards tall, but has no thickness. A portal has a front and a back, and it can have any orientation. Anything entering the front of one portal instantly exits into an open space from the back of the other, and vice versa.",UTILITY,SHADOW,144,4,extracted_images/teleportation_portals_p20.png,SotDL - Spell Cards - Teleportation.pdf,20
Teleportation,Intellect,no,Travel,,Up to five willing creatures you can reach,,,"You touch each target and name one destination. Make an Intellect challenge roll. The GM might impose one or more banes on the roll, based on your familiarity with the destination. If you name a place that does not exist, the spell fails and the casting is wasted. On a success, the targets teleport to the destination. On a failure, each target teleports separately to a location within 1d20 miles of the destination, as chosen by the GM. If the total of the roll is 0 or less, each target also takes 10d6 damage and gains 1 Insanity from the spell going horribly wrong. If the destination space is not large enough to accommodate a target, the target takes 5d6 damage, gains 1 Insanity, and returns to the space it lef . A creature incapacitated by this damage is slain on arrival, reduced to a heap of blood, bone, and tissue. If the destination space is not open—such as inside a wall—the target fuses with the material filling the destination and dies instantly.",UTILITY,SHADOW,144,5,extracted_images/teleportation_travel_p22.png,SotDL - Spell Cards - Teleportation.pdf,22
Theurgy,Will,no,Create Holy Symbol,,,1 minute; see the eff ect,,A gleaming holy symbol appears in your hand and remains for the duration or until you drop it. The holy symbol grants 1 boon on your attack rolls with T eurgy spells.,UTILITY,SHADOW,144,0,extracted_images/theurgy_create_holy_symbol_p02.png,SotDL - Spell Cards - Theurgy.pdf,2
Theurgy,Will,no,Denounce,,One creature within short range that can see and hear you,,,"You present your holy symbol at the target. Make a Will attack roll against the target's Will. On a success, the target becomes frightened for 1 round. Attack Roll 20+ The target also falls prone.",ATTACK,SHADOW,144,0,extracted_images/theurgy_denounce_p04.png,SotDL - Spell Cards - Theurgy.pdf,4
Theurgy,Will,no,Blessing,,Any number of creatures you can reach,1 minute,,"You touch each target and bestow your blessing. For the duration, the target makes attack rolls and challenge rolls with 1 boon and cannot be frightened.",UTILITY,SHADOW,145,1,extracted_images/theurgy_blessing_p06.png,SotDL - Spell Cards - Theurgy.pdf,6
Theurgy,Will,no,Censure,A sphere with a 5-yard radius centered on a point you can reach,,,,"You present your holy symbol, a bit of scripture, or some other physical representation of your faith, and release a wave of holy power that spreads through the area. Each demon, devil, faerie, spirit, or undead in the area must get a success on a Will challenge roll or become impaired for 1 minute. When impaired in this way, a creature cannot take fast turns.",ATTACK,SHADOW,145,1,extracted_images/theurgy_censure_p08.png,SotDL - Spell Cards - Theurgy.pdf,8
Theurgy,Will,no,Hallowed Ground,A hemisphere with a 3-yard radius centered on a point on the ground within short range,,"Concentration, up to 1 minute; see the eff ect",,"A transparent, immobile dome shimmers into existence for the duration. Nothing outside the dome can pass through it, and the area within the dome is excluded from the areas of spell eff ects. Creatures and objects inside the dome are hidden from everyone outside it except you. A creature inside the dome can freely leave, but once it does so it cannot reenter. The eff ect ends immediately if a creature inside the dome makes an attack.",UTILITY,SHADOW,145,1,extracted_images/theurgy_hallowed_ground_p10.png,SotDL - Spell Cards - Theurgy.pdf,10
Theurgy,Will,no,God Hammer,,A point in space within medium range,1 minute,,"A glowing golden hammer appears at the target and hovers there. For the duration, you can use a triggered action on your turn to move the hammer up to 10 yards and attack one creature within 1 yard of it. Make a Will attack with 1 boon against the target's Defense. On a success, the target takes 2d6 damage.Attack Roll 20+ The target takes 2d6 extra damage.",ATTACK,SHADOW,145,2,extracted_images/theurgy_god_hammer_p12.png,SotDL - Spell Cards - Theurgy.pdf,12
Theurgy,Will,no,Revelation,,One creature you can reach,1 minute; see the eff ect,,"You touch the target, granting it seven revelations that last for the duration or until it expends the last one. When the target makes an attack roll r challenge roll, it can expend any number of revelations up to the number it has remaining. For each revelation expended, the target makes the roll with 2 boons.",UTILITY,SHADOW,145,2,extracted_images/theurgy_revelation_p14.png,SotDL - Spell Cards - Theurgy.pdf,14
Theurgy,Will,no,Divine Aid,,Each creature you choose within short range,1 hour,,Each target has a +15 bonus to Health for the duration.,UTILITY,SHADOW,145,3,extracted_images/theurgy_divine_aid_p16.png,SotDL - Spell Cards - Theurgy.pdf,16
Theurgy,Will,no,Wrath of God,,A point on the ground within medium range,,,"A bolt of lightning strikes the target and deals 2d6 + 2 damage to each creature within 1d6 yards of that point. A creature that takes damage in this way must make an Agility challenge roll. It becomes dazed for 1 round on a failure, or just takes half the damage on a success.",ATTACK,SHADOW,145,3,extracted_images/theurgy_wrath_of_god_p18.png,SotDL - Spell Cards - Theurgy.pdf,18
Theurgy,Will,no,Avatar,,,1 minute,,"Divine power flows into you. For the duration, you take half damage from all sources, make attack rolls with 1 boon, and deal 2d6 extra damage with weapon attacks.",UTILITY,SHADOW,145,4,extracted_images/theurgy_avatar_p20.png,SotDL - Spell Cards - Theurgy.pdf,20
Theurgy,Will,no,Fire from Heaven,"A vertical cylinder, 25 yards tall with a",,,,"5-yard radius, centered on a point on the ground within extreme range Flames spread through the area and deal 7d6 damage to each creature in it. A creature that gets a success on a Will challenge roll takes half the damage. Any creature incapacitated by this damage disappears, erased from the fabric of reality.",ATTACK,SHADOW,145,5,extracted_images/theurgy_fire_from_heaven_p22.png,SotDL - Spell Cards - Theurgy.pdf,22
Time,Intellect,no,Delay,,One creature you can see within short range,,,"Make an Intellect attack roll against the target's Will. On a success, the target becomes slowed for 1 minute. Attack Roll 20+ The target also becomes impaired while slowed in this way.",ATTACK,SHADOW,145,0,extracted_images/time_delay_p02.png,SotDL - Spell Cards - Time.pdf,2
Time,Intellect,no,Swiftness,,One creature that is not fatigued that you can reach,1 minute,,"You touch the target, which gains a +10 bonus to Speed for the duration. When the eff ect ends, the target becomes fatigued for 1 minute.",UTILITY,SHADOW,145,0,extracted_images/time_swiftness_p04.png,SotDL - Spell Cards - Time.pdf,4
Time,Intellect,no,Minor Paradox,,One creature you can see within short range,,,"Make an Intellect attack roll against the target's Intellect. On a success, the target ceases to exist for 1 round. It reappears in its former space or in the nearest open space to it if it is occupied. Attack Roll 20+ You regain the casting of this spell.",ATTACK,SHADOW,145,1,extracted_images/time_minor_paradox_p06.png,SotDL - Spell Cards - Time.pdf,6
Time,Intellect,no,Rewrite Moment,,,1 minute,,"Once per round for the duration, when you roll a die, you can discard the number and roll the die again. You must use the second number rolled.",UTILITY,SHADOW,145,1,extracted_images/time_rewrite_moment_p08.png,SotDL - Spell Cards - Time.pdf,8
Time,Intellect,no,Slow,,Up to five creatures within medium range,,,"Each target must make a Will challenge roll. On a failure, it becomes slowed for 1 minute.",ATTACK,SHADOW,145,1,extracted_images/time_slow_p10.png,SotDL - Spell Cards - Time.pdf,10
Time,Intellect,no,Precognition,,,1 minute,,"For the duration, attack rolls against you are made with 1 bane. As well, you make challenge rolls to resist attacks with 1 boon.",UTILITY,SHADOW,146,2,extracted_images/time_precognition_p12.png,SotDL - Spell Cards - Time.pdf,12
Time,Intellect,no,Time Jump,,,1 minute,,"You jump forward in time, disappearing from your space. At any time during the duration, you can reappear in the space you lef or in the nearest open space to it if it is occupied. Otherwise, you reappear at the end of the round when the eff ect ends.",UTILITY,SHADOW,146,2,extracted_images/time_time_jump_p14.png,SotDL - Spell Cards - Time.pdf,14
Time,Intellect,no,Accelerate,,One creature you can reach,1 minute,,"You touch the target. For the duration, it can take both a fast turn and a slow turn each round. When the eff ect ends, the target becomes fatigued for 1d6 minutes.",UTILITY,SHADOW,146,3,extracted_images/time_accelerate_p16.png,SotDL - Spell Cards - Time.pdf,16
Time,Intellect,no,Decelerate,A sphere with a 3-yard radius centered on a point within medium range,,,,"Each creature in the area must get a success on a Will challenge roll or become slowed for 1 minute. While slowed in this way, when the creature takes a slow turn, it can use an action or move, but not both.",ATTACK,SHADOW,146,3,extracted_images/time_decelerate_p18.png,SotDL - Spell Cards - Time.pdf,18
Time,Intellect,no,Twain Self,"A cube, large enough to hold a creature of your Size, originating from a point within a number of yards equal to your Speed",,1 minute; see the eff ect,,"You cause your self from the future to appear in the area and it remains in your time for the duration. Until the spell ends, you and your future self can each take a turn every round, though the paradox of your twained existence imposes 1 bane on both of your attack rolls and challenge rolls. You and your future self have identical attributes and characteristics. Although you can act separately, you and your future self count as one creature for sharing resources (damage, Insanity, castings, afflictions, and ongoing effects). Consumed or expended items are shared; a relic can be carried by only one of you. If either of you becomes incapacitated or dies, so does the other. When the spell ends, you disappear and reappear 1 minute later in your future self's space.",UTILITY,SHADOW,146,4,extracted_images/time_twain_self_p20.png,SotDL - Spell Cards - Time.pdf,20
Time,Intellect,no,Time Travel,,,,,"Choose a moment in time up to 100 years in the future. You disappear from existence. When time in the game catches up to the time you chose, you immediately reappear in the space you lef or in the nearest open space to it if it is occupied.",UTILITY,SHADOW,146,5,extracted_images/time_time_travel_p22.png,SotDL - Spell Cards - Time.pdf,22
Transformation,Will,no,Flowing Form,,,1 minute,,"For the duration, you can move through spaces occupied by other creatures regardless of their Size.",UTILITY,SHADOW,146,0,extracted_images/transformation_flowing_form_p02.png,SotDL - Spell Cards - Transformation.pdf,2
Transformation,Will,no,Metallicus,,,1 minute,,"Your body becomes like metal. For the duration, your Defense becomes 20, you gain a +10 bonus to Health, you are immune to the asleep, blinded, deafened, diseased, fatigued, and poisoned afl ictions, and you cannot be moved against your will. You also take half damage from cold, fire, and weapons. However, you are also slowed, and you cannot drink, eat, or swim.",UTILITY,SHADOW,146,4,extracted_images/transformation_metallicus_p04.png,SotDL - Spell Cards - Transformation.pdf,4
Transformation,Will,no,Mask,,,1 hour; see the eff ect,,"You alter your body's appearance so that you look likesomeone else for the duration or until you become unconscious. You can increase or decrease your height by up to 12 inches, increase or decrease your weight by up to 25 percent, and make any other cosmetic changes you like. None of your attributes, characteristics, and other abilities change, and you cannot take on a diff erent ancestry.",UTILITY,SHADOW,146,0,extracted_images/transformation_mask_p06.png,SotDL - Spell Cards - Transformation.pdf,6
Transformation,Will,no,Animal Form,,,1 minute,,"You assume the form of a medium animal, small animal, or tiny animal for the duration. If you assume the form of a tiny animal, you can gain one of the following traits: climber, flier, or swimmer.",UTILITY,SHADOW,146,1,extracted_images/transformation_animal_form_p08.png,SotDL - Spell Cards - Transformation.pdf,8
Transformation,Will,no,Bounding Step,,,1 minute,,"For the duration, you gain a +4 bonus to Speed and can use an action to jump 3d6 yards, landing safely.",UTILITY,SHADOW,147,1,extracted_images/transformation_bounding_step_p10.png,SotDL - Spell Cards - Transformation.pdf,10
Transformation,Will,no,Murmuration,,,,,"You burst apart to become a cloud of starlings and fly up to twice your Speed without triggering free attacks; you can move through spaces occupied by other creatures regardless of their Size. At the end of this movement, you return to your normal form. Triggered You can use a triggered action to cast this spell whenyou take damage. If you do, you take half the damage from the triggering attack and move up to half your Speed as above.",UTILITY,SHADOW,147,1,extracted_images/transformation_murmuration_p12.png,SotDL - Spell Cards - Transformation.pdf,12
Transformation,Will,no,Improved Animal Shape,,,1 hour,,"You assume the form of a large animal, medium animal, small animal, or tiny animal for the duration. If you assume the form of a small or tiny animal, you can gain one of the following traits: climber, flier, or swimmer.",UTILITY,SHADOW,147,2,extracted_images/transformation_improved_animal_shape_p14.png,SotDL - Spell Cards - Transformation.pdf,14
Transformation,Will,no,Greater Animal Shape,,,1 hour,,"You assume the form of a huge animal, large animal, medium animal, small animal, or tiny animal for the duration. If you assume the form of a medium, small or tiny animal, you can gain one of the following traits: climber, flier, or swimmer.",UTILITY,SHADOW,147,5,extracted_images/transformation_greater_animal_shape_p16.png,SotDL - Spell Cards - Transformation.pdf,16
Transformation,Will,no,Object Form,,,"Concentration, up to 8 hours",,"You assume the form of an object of your Size or smaller for the duration, becoming physically indistinguishable from the object whose form you take. You make all decisions about what your new form looks like. Until the eff ect ends, you cannot talk and you can use actions only to concentrate on this spell. However, you perceive using your normal senses. The eff ect ends if you take any damage.",UTILITY,SHADOW,147,2,extracted_images/transformation_object_form_p18.png,SotDL - Spell Cards - Transformation.pdf,18
Transformation,Will,no,Mist Form,,,"Concentration, up to 1 hour",,"You assume the form of a cloud of mist of your Size for the duration. Until the eff ect ends, you have all the following benefi ts and drawbacks: • You are immune to damage. • You ignore the eff ects of attack rolls against your Strength or that require a Strength challenge roll. • You can fly and can move through openings wide enough to permit the passage of air, though you cannot move into spaces filled w th liquid—they are solid objects to you. • You cannot fall. You are immune to the grabbed, immobilized, prone, and slowed afl ictions. • You can’t speak, use actions, spells, or objects. At the end of each round, when you are in an area of wind, you are moved 2d6 yards in the direction the wind blows and take a cumulative –5 penalty to Health. The penalty remains until you return to your normal form.",UTILITY,SHADOW,147,3,extracted_images/transformation_mist_form_p20.png,SotDL - Spell Cards - Transformation.pdf,20
Transformation,Will,no,Speed Healing,,,,,"You must concentrate for 1 minute while casting this spell. If your concentration is uninterrupted, at the end of that time, you heal damage equal to twice your healing rate and you remove any of the following afl ictions from yourself: diseased, fatigued, and poisoned.",UTILITY,SHADOW,147,3,extracted_images/transformation_speed_healing_p22.png,SotDL - Spell Cards - Transformation.pdf,22
Water,Will,no,Freeze,,One creature within short range,,,"The temperature plummets around the target. Make a Will attack roll against its Agility. On a success, the target takes 1d3 damage and becomes immobilized for 1 round. Attack Roll 20+ Attack Roll 20+ The target takes 1d3 extra damage.",ATTACK,SHADOW,,0,extracted_images/water_freeze_p02.png,SotDL - Spell Cards - Water.pdf,2
Water,Will,no,Cold Snap,"A cone, 8 yards long, originating from a point you can reach",,,,"Lethal cold spreads through the area, instantly freezing water and water-based liquids, including potions. The cold deals 7d6 damage to everything in the area. Each creature in the area that gets a success on a Strength challenge roll takes only half the damage. A creature that becomes incapacitated by this damage freezes solid and dies instantly.",ATTACK,SHADOW,,4,extracted_images/water_cold_snap_p04.png,SotDL - Spell Cards - Water.pdf,4
Water,Will,no,Produce Water,,"One cup, bowl, or similar container that you can reach",,,"You touch the target, which fills with fresh, clean water.",UTILITY,SHADOW,,0,extracted_images/water_produce_water_p06.png,SotDL - Spell Cards - Water.pdf,6
Water,Will,no,Drown,,One creature within short range that breathes air,,,"Water accumulates in the target's lungs or a similar organ. The target must make a Strength challenge roll; on a failure, it takes 1d6 + 2 damage and becomes impaired. At the end of each round the target is impaired in this way, it must make a Strength challenge roll with 1 boon, removing this affl iction on a success. Af er three failures, the target suff ocates and dies.",ATTACK,SHADOW,,1,extracted_images/water_drown_p08.png,SotDL - Spell Cards - Water.pdf,8
Water,Will,no,Ice Blast,"A cone, 3 yards, originating from a point you can reach.",,,,"You hurl jagged ice shards that deal 2d6 + 2 damage to everything in the area, or half the damage with a success on an Agility challenge roll. The ground in the area becomes diffi cult terrain that lasts for 1 round.",ATTACK,SHADOW,,1,extracted_images/water_ice_blast_p10.png,SotDL - Spell Cards - Water.pdf,10
Water,Will,no,Wellspring of Life,A hemisphere with a 2-yard radius centered on a point on the ground within short range,,1 minute,,"Healing waters partially obscure the area for the duration. Each living creature in the area does not need to drink water until af er it completes a rest. In addition, when a creature in the area heals damage, it heals 1d3 extra damage.",UTILITY,SHADOW,,1,extracted_images/water_wellspring_of_life_p12.png,SotDL - Spell Cards - Water.pdf,12
Water,Will,no,Geyser,A hemisphere with a 2-yard radius centered on a point on the ground within short range,,1 minute,,"A column of scalding water erupts from the area, climbing 2d6 yards before raining onto the ground out to half that many yards beyond the area and extinguishing unprotected flames. The force of the water moves unsecured objects of Size 1 or smaller 1d6 yards away from the origin point, while each creature in the area takes 2d6 + 2 damage from the hot water and must make an Agility challenge roll. The creature falls prone on a failure, or just takes half the damage on a success.",ATTACK,SHADOW,,2,extracted_images/water_geyser_p14.png,SotDL - Spell Cards - Water.pdf,14
Water,Will,no,Bind Water Genie,,"A cube of ice, snow, or water, 2 yards on a side, originating from a point within long range",1 minute,,"At the end of the round in which you cast this spell, the target becomes a Size 2 water genie. You cannot voluntarily end this spell. When the genie appears, make a Will attack roll against its Will. The genie becomes compelled for the duration on a success, or becomes hostile to you on a failure.",UTILITY,SHADOW,,5,extracted_images/water_bind_water_genie_p16.png,SotDL - Spell Cards - Water.pdf,16
Water,Will,no,Wave,"A line 10 yards long, 10 yards tall, and 1 yard wide originating from a point on the ground within medium range",,1 round,,"Water rises to fill the area for the duration. The water provides partial obscurement to anything in its space and behind t, and provides half cover. The water also extinguishes any flames in the area. When the eff ect ends, the line of water tips and falls either away from you or toward you as you choose, to cover an area 10 yards long and 10 yards wide. Each creature in that area takes 1d6 damage and must make a Strength challenge roll. It falls prone on a failure, or just takes half the amage ona success. The water then spreads out a further 10 yards in all directions, extinguishing any flames it touches.",ATTACK,SHADOW,,2,extracted_images/water_wave_p18.png,SotDL - Spell Cards - Water.pdf,18
Water,Will,no,Sphere of Water,A sphere with a 3-yard radius centered on a point within medium range,,"Concentration, up to 1 minute",,"Water fills the area and remains for the duration. Each time you use an action to concentrate on the spell, you can move the sphere and anything in it up to 5 yards in any direction. Each creature in the area when you cast the spell becomes trapped in the sphere, as does a creature whose space the sphere enters. At the end of each round until the eff ect ends, each air-breathing creature trapped in this way must get a success on a Strength challenge roll or take 2d6 damage. A creature trapped in this way can use an action to make a Strength challenge roll. On a success, it swims free and falls prone in an open space it chooses within 1 yard of the sphere.",ATTACK,SHADOW,,3,extracted_images/water_sphere_of_water_p20.png,SotDL - Spell Cards - Water.pdf,20
Water,Will,no,Tidal Forces,Any number of creatures within medium range,Any number of creatures within medium range,,,"Each target must make a Strength challenge roll with 1 bane. On a failure, it is moved 2d6 yards toward you or away from you (your choice) and becomes dazed for 1 round. On a success, it is just moved half the distance.",ATTACK,SHADOW,,3,extracted_images/water_tidal_forces_p22.png,SotDL - Spell Cards - Water.pdf,22
